UPC1,Descrption,Price,QOH,Tax,Category,Sub Category ,Sub Category 2,Sub Category 3 ,Vendor 
40000004062,Local Celebrity Tee,38,1,Yes,Apparel,Top,T Shirt,,Local Celebrity 
40000004062,Local Celebrity Tee,38,1,Yes,Apparel,Top,T Shirt,,Local Celebrity 
40000004062,Local Celebrity Tee,38,1,Yes,Apparel,Top,T Shirt,,Local Celebrity 
40000004062,Local Celebrity Tee,38,1,Yes,Apparel,Top,T Shirt,,Local Celebrity 
40000004062,Local Celebrity Tee,38,1,Yes,Apparel,Top,T Shirt,,Local Celebrity 
40000004062,Local Celebrity Tee,38,1,Yes,Apparel,Top,T Shirt,,Local Celebrity 
40000004062,Local Celebrity Tee,38,1,Yes,Apparel,Top,T Shirt,,Local Celebrity 
40000004062,Local Celebrity Tee,38,1,Yes,Apparel,Top,T Shirt,,Local Celebrity 
40007213001,Leggings,48,1,Yes,Apparel,Bottom,,,
40007992001,Black Cami,26,1,Yes,Apparel,Top,Tank,,
40006152001,Tank Seamless Coral,26,1,Yes,Apparel,Top,Tank,,
40006152001,Tank Seamless Coral,26,1,Yes,Apparel,Top,Tank,,
40007213001,Leggings,48,1,Yes,Apparel,Bottom,,,
40007998001,Charcoal L/S,37,1,Yes,Apparel,Top,,,
40007997001,Black L/S,37,1,Yes,Apparel,Top,,,
40006153001,Classic 3/4 Sleeve Ivory,38,1,Yes,Apparel,Top,,,
40007996001,White 3/4 Sleeve,35,1,Yes,Apparel,Top,,,
40007999001,White L/S,37,1,Yes,Apparel,Top,,,
40000004155,PPLA Top,48.99,1,Yes,Apparel,Top,,,
40000004155,PPLA Top,48.99,1,Yes,Apparel,Top,,,
40006312001,Ivory Slip,34,1,Yes,Apparel,Top,,,
40006295001,Ankle Leggings - Black,24,1,Yes,Apparel,Bottom,,,
40006150001,Tank Seamless Sand,26,1,Yes,Apparel,Top,,,
70528245432,,28,1,Yes,Apparel,,,,
40007992001,Black Cami,26,1,Yes,Apparel,Top,,,
99990006009,,40,1,Yes,Apparel,,,,
40008011001,Haywood Black,225,1,Yes,Apparel,Bottom,Pant,Denim,Raleigh Denim
40008011001,Haywood Black,225,1,Yes,Apparel,Bottom,Pant,Denim,Raleigh Denim
